field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
VCCB 204,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (pred Puertecitos),NA,2003,NA,clcactus,"pred Puertecitos, Coahuila, Mexico",direct,27.284151389,-102.860799722
VZ 204,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (pred Puertecitos),NA,2003,NA,clcactus,"pred Puertecitos, Coahuila, Mexico",direct,27.284151389,-102.860799722
VZD 204,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (pred Puertecitos),NA,2003,NA,clcactus,"pred Puertecitos, Coahuila, Mexico",direct,27.284151389,-102.860799722
VZ 339,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Shafter, Hudspeth Co.)",NA,2004,NA,clcactus,"Shafter, Hudspeth Co., Texas, USA",direct,31.456188094352,-105.386472492084
VCCB 339,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Shafter, Hudspeth Co.)",NA,2004,NA,clcactus,"Shafter, Hudspeth Co., Texas, USA",direct,31.456188094352,-105.386472492084
VZD 339,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Shafter, Hudspeth Co.)",NA,2004,NA,clcactus,"Shafter, Hudspeth Co., Texas, USA",direct,31.456188094352,-105.386472492084
VZ 341,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Terlingua, Brewster Co.)",NA,2004,NA,clcactus,"Terlingua, Brewster Co., Texas, USA",direct,29.321586,-103.616019
VCCB 341,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Terlingua, Brewster Co.)",NA,2004,NA,clcactus,"Terlingua, Brewster Co., Texas, USA",direct,29.321586,-103.616019
VZD 341,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Terlingua, Brewster Co.)",NA,2004,NA,clcactus,"Terlingua, Brewster Co., Texas, USA",direct,29.321586,-103.616019
VCCB 343,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Santiago Mts., Brewster Co.)",NA,2004,NA,clcactus,"Santiago Mts., Brewster Co., Texas, USA",direct,29.83518,-103.41629
VZ 343,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Santiago Mts., Brewster Co.)",NA,2004,NA,clcactus,"Santiago Mts., Brewster Co., Texas, USA",direct,29.83518,-103.41629
VZD 343,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Santiago Mts., Brewster Co.)",NA,2004,NA,clcactus,"Santiago Mts., Brewster Co., Texas, USA",direct,29.83518,-103.41629
VZ 405,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Hacienda El Capulín),NA,2004,NA,clcactus,"Hacienda El Capulín, Coahuila, Mexico",direct,25.461663611,-100.649625556
VCCB 405,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Hacienda El Capulín),NA,2004,NA,clcactus,"Hacienda El Capulín, Coahuila, Mexico",direct,25.461663611,-100.649625556
VZD 405,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Hacienda El Capulín),NA,2004,NA,clcactus,"Hacienda El Capulín, Coahuila, Mexico",direct,25.461663611,-100.649625556
VZ 408,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Rancho Puerto de San José),NA,2004,NA,clcactus,"Rancho Puerto de San José, Coahuila, Mexico",direct,27.73333,-102.08333
VCCB 408,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Rancho Puerto de San José),NA,2004,NA,clcactus,"Rancho Puerto de San José, Coahuila, Mexico",direct,27.73333,-102.08333
VZD 408,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Rancho Puerto de San José),NA,2004,NA,clcactus,"Rancho Puerto de San José, Coahuila, Mexico",direct,27.73333,-102.08333
VCCB 409,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Rancho Sacramento),NA,2004,NA,clcactus,"Rancho Sacramento, Coahuila, Mexico",direct,26.939832568,-101.756494084
VZD 409,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Rancho Sacramento),NA,2004,NA,clcactus,"Rancho Sacramento, Coahuila, Mexico",direct,26.939832568,-101.756494084
VZ 409,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Rancho Sacramento),NA,2004,NA,clcactus,"Rancho Sacramento, Coahuila, Mexico",direct,26.939832568,-101.756494084
VCCB 410,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Rancho de Figueroa),NA,2004,NA,clcactus,"Rancho de Figueroa, Coahuila, Mexico",direct,25.57722872336,-103.40523314993
VZD 410,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Rancho de Figueroa),NA,2004,NA,clcactus,"Rancho de Figueroa, Coahuila, Mexico",direct,25.57722872336,-103.40523314993
VZ 410,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Rancho de Figueroa),NA,2004,NA,clcactus,"Rancho de Figueroa, Coahuila, Mexico",direct,25.57722872336,-103.40523314993
VZD 412,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Laguna de la Leche),NA,2004,NA,clcactus,"Laguna de la Leche, Coahuila, Mexico",direct,27.227235833,-102.869705556
VCCB 412,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Laguna de la Leche),NA,2004,NA,clcactus,"Laguna de la Leche, Coahuila, Mexico",direct,27.227235833,-102.869705556
VZ 412,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Laguna de la Leche),NA,2004,NA,clcactus,"Laguna de la Leche, Coahuila, Mexico",direct,27.227235833,-102.869705556
VZD 414,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (La Jarita),NA,2004,NA,clcactus,"La Jarita, Coahuila, Mexico",direct,27.914834722,-101.261990278
VZ 414,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (La Jarita),NA,2004,NA,clcactus,"La Jarita, Coahuila, Mexico",direct,27.914834722,-101.261990278
VCCB 414,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (La Jarita),NA,2004,NA,clcactus,"La Jarita, Coahuila, Mexico",direct,27.914834722,-101.261990278
VZ 415,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Los Americanos),NA,2004,NA,clcactus,"Los Americanos, Coahuila, Mexico",direct,27.176674723,-103.28492
VZD 415,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Los Americanos),NA,2004,NA,clcactus,"Los Americanos, Coahuila, Mexico",direct,27.176674723,-103.28492
VCCB 415,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (Los Americanos),NA,2004,NA,clcactus,"Los Americanos, Coahuila, Mexico",direct,27.176674723,-103.28492
VZ 423,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloydii,Mexicó : Zacatecas  (San Felipe .),NA,2004,NA,clcactus,"San Felipe ., Zacatecas, Mexico",direct,23.7889289,-103.1067644
VZD 423,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloydii,Mexicó : Zacatecas  (San Felipe .),NA,2004,NA,clcactus,"San Felipe ., Zacatecas, Mexico",direct,23.7889289,-103.1067644
VCCB 423,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloydii,Mexicó : Zacatecas  (San Felipe .),NA,2004,NA,clcactus,"San Felipe ., Zacatecas, Mexico",direct,23.7889289,-103.1067644
VCCB 424,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloydii,Mexicó : Zacatecas  (San Rafael .),NA,2004,NA,clcactus,"San Rafael ., Zacatecas, Mexico",direct,24.5918228,-102.1106586
VZ 424,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloydii,Mexicó : Zacatecas  (San Rafael .),NA,2004,NA,clcactus,"San Rafael ., Zacatecas, Mexico",direct,24.5918228,-102.1106586
VZD 424,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloydii,Mexicó : Zacatecas  (San Rafael .),NA,2004,NA,clcactus,"San Rafael ., Zacatecas, Mexico",direct,24.5918228,-102.1106586
VZ 442,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Chaffin Place, Presidio Co.)",NA,2005,NA,clcactus,"Chaffin Place, Presidio Co., Texas, USA",direct,29.9810004,-104.4576923
VCCB 442,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Chaffin Place, Presidio Co.)",NA,2005,NA,clcactus,"Chaffin Place, Presidio Co., Texas, USA",direct,29.9810004,-104.4576923
VZD 442,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Chaffin Place, Presidio Co.)",NA,2005,NA,clcactus,"Chaffin Place, Presidio Co., Texas, USA",direct,29.9810004,-104.4576923
VZ 448,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Hot Springs, Brewster Co.)",NA,2005,NA,clcactus,"Hot Springs, Brewster Co., Texas, USA",direct,29.1776768,-102.9985803
VCCB 448,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Hot Springs, Brewster Co.)",NA,2005,NA,clcactus,"Hot Springs, Brewster Co., Texas, USA",direct,29.1776768,-102.9985803
VZD 448,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,"USA : Texas (Hot Springs, Brewster Co.)",NA,2005,NA,clcactus,"Hot Springs, Brewster Co., Texas, USA",direct,29.1776768,-102.9985803
VZ 570,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloydii,Mexicó : Durango  (Siele Zacates),NA,2006,NA,clcactus,"Siele Zacates, Durango, Mexico",direct,24.5397,-102.62928
VCCB 570,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloydii,Mexicó : Durango  (Siele Zacates),NA,2006,NA,clcactus,"Siele Zacates, Durango, Mexico",direct,24.5397,-102.62928
VZD 570,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloydii,Mexicó : Durango  (Siele Zacates),NA,2006,NA,clcactus,"Siele Zacates, Durango, Mexico",direct,24.5397,-102.62928
VCCB 706,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Alicante),NA,2006,NA,clcactus,"Alicante, Coahuila, Mexico",direct,27.9398544,-103.5702201
VZD 706,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Alicante),NA,2006,NA,clcactus,"Alicante, Coahuila, Mexico",direct,27.9398544,-103.5702201
VZ 706,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Alicante),NA,2006,NA,clcactus,"Alicante, Coahuila, Mexico",direct,27.9398544,-103.5702201
VCCB 708,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Censontle),NA,2006,NA,clcactus,"Censontle, Coahuila, Mexico",direct,27.70468,-103.36281
VZD 708,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Censontle),NA,2006,NA,clcactus,"Censontle, Coahuila, Mexico",direct,27.70468,-103.36281
VZ 708,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Censontle),NA,2006,NA,clcactus,"Censontle, Coahuila, Mexico",direct,27.70468,-103.36281
VZD 793,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloydii,Mexicó : Zacatecas (San Miguel),NA,2007,NA,clcactus,"San Miguel, Zacatecas, Mexico",direct,22.8285492,-103.5176792
VCCB 793,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloydii,Mexicó : Zacatecas (San Miguel),NA,2007,NA,clcactus,"San Miguel, Zacatecas, Mexico",direct,22.8285492,-103.5176792
VZ 793,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloydii,Mexicó : Zacatecas (San Miguel),NA,2007,NA,clcactus,"San Miguel, Zacatecas, Mexico",direct,22.8285492,-103.5176792
VZD 1030,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus ssp. lloydii,Mexicó : Durango  (La Trinidad),NA,2008,NA,clcactus,"La Trinidad, Durango, Mexico",direct,25.7955522,-105.134346
VCCB 1030,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus ssp. lloydii,Mexicó : Durango  (La Trinidad),NA,2008,NA,clcactus,"La Trinidad, Durango, Mexico",direct,25.7955522,-105.134346
VZ 1030,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus ssp. lloydii,Mexicó : Durango  (La Trinidad),NA,2008,NA,clcactus,"La Trinidad, Durango, Mexico",direct,25.7955522,-105.134346
VZ 1092,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Castillon),NA,2008,NA,clcactus,"Castillon, Coahuila, Mexico",direct,28.26667,-103.63333
VZD 1092,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Castillon),NA,2008,NA,clcactus,"Castillon, Coahuila, Mexico",direct,28.26667,-103.63333
VCCB 1092,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Castillon),NA,2008,NA,clcactus,"Castillon, Coahuila, Mexico",direct,28.26667,-103.63333
VZ 1110,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus ssp. lloydii,Mexicó : Zacatecas  (Las Norias),NA,2008,NA,clcactus,"Las Norias, Zacatecas, Mexico",direct,22.874905,-102.3991556
VCCB 1110,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus ssp. lloydii,Mexicó : Zacatecas  (Las Norias),NA,2008,NA,clcactus,"Las Norias, Zacatecas, Mexico",direct,22.874905,-102.3991556
VZD 1110,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus ssp. lloydii,Mexicó : Zacatecas  (Las Norias),NA,2008,NA,clcactus,"Las Norias, Zacatecas, Mexico",direct,22.874905,-102.3991556
VCCB 1115,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (San José Carranza),NA,2008,NA,clcactus,"San José Carranza, Coahuila, Mexico",direct,26.9838552,-102.0572781
VZD 1115,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (San José Carranza),NA,2008,NA,clcactus,"San José Carranza, Coahuila, Mexico",direct,26.9838552,-102.0572781
VZ 1115,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila  (San José Carranza),NA,2008,NA,clcactus,"San José Carranza, Coahuila, Mexico",direct,26.9838552,-102.0572781
VZ 1121,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Durango (Las Anímas),NA,2009,NA,clcactus,"Las Anímas, Durango, Mexico",direct,24.154130278,-104.459520556
VCCB 1121,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Durango (Las Anímas),NA,2009,NA,clcactus,"Las Anímas, Durango, Mexico",direct,24.154130278,-104.459520556
VZD 1121,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Durango (Las Anímas),NA,2009,NA,clcactus,"Las Anímas, Durango, Mexico",direct,24.154130278,-104.459520556
VZD 1271,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus ssp. hintonii,Mexicó : San Luis Potosí (Piedra Blanca),NA,2010,NA,clcactus,"Piedra Blanca, San Luis Potosí, Mexico",direct,23.5692228,-100.6418832
VZD 1291,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Nuevo Victoria),NA,5-6/2011,NA,clcactus,"Nuevo Victoria, Coahuila, Mexico",direct,27.7733191,-101.0188808
VZD 1294,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Guevara),NA,5-6/2011,NA,clcactus,"Guevara, Coahuila, Mexico",direct,25.4017381,-100.9742771
VZD 1371,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloyidi,Mexicó : Coahuila (El Yegual),NA,3-4/2013,NA,clcactus,"El Yegual, Coahuila, Mexico",direct,25.30176,-102.07576
VZD 1373,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus  v. lloyidi,Mexicó : Coahuila,NA,3-4/2013,NA,clcactus,"Coahuila, Mexico",direct,27.3333331,-102.0000001
VZD 1382,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Rancho Buenavista),NA,3-4/2013,NA,clcactus,"Rancho Buenavista, Coahuila, Mexico",direct,29.083058056,-102.267863889
VZD 1391,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (San Isidro),NA,3-4/2013,NA,clcactus,"San Isidro, Coahuila, Mexico",direct,27.0245482,-101.6454913
VZD 1396,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Borrego),NA,3-4/2013,NA,clcactus,"Borrego, Coahuila, Mexico",direct,28.0925399,-103.286724
VZD 1400,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Chihuahua (El Molino),NA,3-4/2013,NA,clcactus,"El Molino, Chihuahua, Mexico",direct,29.1933903,-107.4075801
VZD 1402,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Durango (La Campana),NA,3-4/2013,NA,clcactus,"La Campana, Durango, Mexico",direct,26.1284309,-103.4892768
VZD 1403,"Zdenek Vasko, Vladislav Zatloukal",Ariocarpus fissuratus,Mexicó : Coahuila (Parritas),NA,3-4/2013,NA,clcactus,"Parritas, Coahuila, Mexico",direct,26.38333,-103.03333
